id,title,caption,attribution,attribution_confidence,caption_source,date_start,date_end,decade,curated,selected_default,classification,recommended_print,master_file_id,rights_status,research_status,evidence_urls
img_d5b3e8d2100926fd,Looking North on California Street near the 4th Street Train Crossing,"A steam locomotive sends up a white plume as it nears the 4th Street crossing on California Street, Beaumont, the depot's water tank and sheds beyond, c. 1908-1918.","Beaumont Library District Local History Collection, via Calisphere (CBEA_003)",confirmed,"Calisphere Beaumont Library District collection (CBEA_003), matched 2026-07-21 by direct image comparison",1908,1918,1900,False,False,Reference Only,9.2 × 6.6 in at 100 PPI,file_cc58d47646271b65,Unclear,Researched,https://calisphere.org/item/ark:/13030/c8qj7gm2/
img_f711da54b73a8423,"Office of the Gateway Gazette newspaper, Beaumont (booster postcard)","Office of the Gateway Gazette, Beaumont's weekly newspaper, on a booster-era postcard. The paper launched in January 1908 under editor Arthur J. Burdick. c. 1908-1910.",Leslie A. Rios III Postcard Collection,confirmed,Deep research 2026-07-21 (Los Angeles Herald via Library of Congress Chronicling America),1908,1910,1900,False,False,Production Ready,30.8 × 20 in at 100 PPI,file_90a96d25211dcfe4,Public domain,Researched,https://www.loc.gov/resource/sn85042462/1908-01-19/ed-1/?sp=23&q=%22gateway+gazette%22; https://www.loc.gov/resource/sn85042462/1908-04-13/ed-1/?sp=11&q=%22gateway+gazette%22+beaumont; https://www.loc.gov/resource/sn85042462/1909-07-18/ed-1/?sp=15&q=%22gateway+gazette%22
img_c3a4436f12810d6d,People Viewing the Flowing Well in Edgar Canyon,"Beaumont citizens celebrate a successful water-well strike beneath hillside letters spelling 'FLOWING WELL EDGAR CANYON'; the well fed a flume carrying water down the canyon to Beaumont, 1908.","Beaumont Library District Local History Collection, via Calisphere (CBEA_073)",confirmed,"Calisphere Beaumont Library District collection (CBEA_073), matched 2026-07-21 by direct image comparison",1908,1908,1900,False,False,Reference Only,4.5 × 2.8 in at 100 PPI,file_96dbd886a952432e,Unclear,Researched,https://calisphere.org/item/ark:/13030/c8xp7494/
img_f525afa6dc4390a8,"The Gateway Gazette, front page — April 30, 1908 (Vol. I, No. 15)","Front page of The Gateway Gazette (Vol. I, No. 15), Beaumont's weekly newspaper, April 30, 1908. The paper had debuted January 23, 1908, under editor Arthur J. Burdick.","California Digital Newspaper Collection, UC Riverside",confirmed,Deep research 2026-07-21 (CDNC issue BMTG19080430),1908,1908,1900,False,False,Reference Only,1.5 × 1.9 in at 100 PPI,file_49b95f43d5df4012,Public domain,Researched,https://cdnc.ucr.edu/?a=d&d=BMTG19080430; https://cdnc.ucr.edu/?a=q&hs=1&r=1&results=1&txq=%22Gateway+Gazette%22&txf=txIN&ssnip=txt&sf=byDA&e=-------en--20--1--txt-txIN--------
img_240a367ade7eccf1,Water well drilling in Edgar Canyon,"""Getting ready to develop more water in the canyon"": a drilling crew poses at its rig among the oaks of Edgar Canyon, where Beaumont's water district would drill some 35 exploratory holes, 1908.","Beaumont Library District Local History Collection, via Calisphere (CBEA_071)",confirmed,"Calisphere Beaumont Library District collection (CBEA_071), matched 2026-07-21 by direct image comparison",1908,1908,1900,False,False,Reference Only,4.5 × 3.5 in at 100 PPI,file_70127c4bb43d1fb5,Unclear,Researched,https://calisphere.org/item/ark:/13030/c8668chr/
img_e5061c07708726ac,"'Spectacular Fire at Beaumont Destroys Hotel Edinburgh' — Los Angeles Herald, August 18, 1909","'Spectacular Fire at Beaumont Destroys Hotel Edinburgh' — Los Angeles Herald, Aug. 18, 1909, p. 6. The 70-room landmark, built by town founder F. P. Sigler, burned the night of Aug. 16–17.","Los Angeles Herald (digitized by the California Digital Newspaper Collection, UC Riverside)",confirmed,Deep research 2026-07-21 (CDNC LAH19090818.2.84),1909,1909,1900,False,False,Reference Only,5.7 × 3.4 in at 100 PPI,file_8f16fc0117d70ff6,Public domain,Researched,https://cdnc.ucr.edu/?a=d&d=LAH19090818.2.84; https://cdnc.ucr.edu/?a=d&d=LAH19090818; https://cdnc.ucr.edu/?a=d&d=BMTG19080227.2.5
img_4ae2f58167bd00f1,Demonstration train,"Professors and officials of the Southern Pacific agricultural demonstration train pose beside Insectary Division car 1772, bringing expert farming lectures to Beaumont, March 17, 1909.","Beaumont Library District Local History Collection, via Calisphere (CBEA_004)",confirmed,"Calisphere Beaumont Library District collection (CBEA_004), matched 2026-07-21 by direct image comparison",1909,1909,1900,False,False,Reference Only,4.5 × 3.8 in at 100 PPI,file_be5479c722bc34f0,Unclear,Researched,https://calisphere.org/item/ark:/13030/c8ks6qwb/
img_a4ddc941e94d3eed,"Mellen Ranch orchard in bloom, 1909","The Mellen Ranch orchard in bloom, Beaumont, 1909.","Beaumont Library District, via Calisphere (CBEA_067, ark:/13030/c8kh0mpc)",confirmed,Calisphere Beaumont Library District collection (CBEA_067),1909,1909,1900,True,True,Reference Only,4.5 × 4.1 in at 100 PPI,file_c457e234b1aac96e,Unclear,Researched,https://calisphere.org/item/ark:/13030/c8kh0mpc/; https://calisphere.org/item/ark:/13030/c8s181w3/; https://www.mybld.org/local-history
img_98c82304eed8a985,"Southern Pacific Depot, Beaumont — real photo postcard, c. 1909","""S. P. Depot, Beaumont"" — real photo postcard of the Southern Pacific depot (built c. 1887) with travelers on the platform, c. 1909.",Photographer/publisher unknown; scan from an eBay postcard listing,unknown,Deep research 2026-07-21 (inscribed postcard caption + Holmes 1912 / Calisphere CBEA_134 depot history),1909,1909,1900,False,False,Reference Only,8.6 × 5.3 in at 100 PPI,file_5fb00becc80a2f3a,Unclear,Researched,https://archive.org/details/historyriversid00unkngoog; https://calisphere.org/item/ark:/13030/c85x2881/
img_7cc7f95ae75d9aa6,"Southern Pacific depot, Beaumont, California — real-photo postcard, postmarked March 28, 1909","Southern Pacific depot, Beaumont, California — men and boys, five with bicycles, on the platform; real-photo postcard postmarked March 28, 1909.","Tyrrell Historical Library (Beaumont, Texas), Southeast Texas Postcards Collection — via The Portal to Texas History",confirmed,Deep research 2026-07-21 (Portal to Texas History / Tyrrell Historical Library),1909,1909,1900,False,False,Reference Only,6.6 × 4.1 in at 100 PPI,file_8bd56950f54193ed,Public domain,Researched,https://texashistory.unt.edu/ark:/67531/metapth416275/; https://tyrrellhistoricallibrary.contentdm.oclc.org/digital/search/searchterm/beaumont%20depot; https://texashistory.unt.edu/iiif/ark:/67531/metapth416275/m1/1/info.json
img_9c26cfc39eca4fc9,"Beaumont Post Office with W.C.T.U. fountain pavilion, Fifth Street and Egan Avenue","Beaumont's frame post office at Fifth St. and Egan Ave., with the W.C.T.U. fountain pavilion at left, c. 1911-1915. Real-photo postcard.",Unknown photographer; Beaumont Library District collection scan,unknown,Deep research 2026-07-21 (visual match to WCTU fountain dedication photos + BLD/Calisphere c86d5scv),1910,1915,1910,False,False,Production Ready,36.3 × 27.2 in at 100 PPI,file_f9b84343c44450be,Public domain,Researched,https://calisphere.org/item/ark:/13030/c86d5scv/; https://calisphere.org/item/ark:/13030/c8h70f56/
img_62e54c6518d7403e,"Dedication of the W.C.T.U. fountain, Beaumont — real-photo postcard","Dedication of the W.C.T.U. fountain, 5th St. and Egan Ave., Beaumont, 1910-1911. Real-photo postcard.",Unknown photographer (real-photo postcard),unknown,Deep research 2026-07-21 (postcard caption + Calisphere CBEA_040 metadata),1910,1911,1910,False,False,Reference Only,5.4 × 3.5 in at 100 PPI,file_d96c38c681c8499a,Public domain,Researched,https://calisphere.org/item/ark:/13030/c86d5scv/; https://calisphere.org/item/ark:/13030/c8h70f56/
img_7547c2a1a3855993,"Dedication of the W.C.T.U. fountain, Fifth Street and Egan Avenue, Beaumont (real-photo postcard)","Dedication of the W.C.T.U. drinking fountain, 5th St. and Egan Ave., Beaumont, c. 1910-1911 — real-photo postcard; Gantt General Merchandise behind. Beaumont Library District.",Beaumont Library District,confirmed,"Deep research 2026-07-21 (Calisphere/BLD CBEA_040, pixel-match)",1910,1911,1910,False,False,Reference Only,4.5 × 2.9 in at 100 PPI,file_dcb7ac191e289893,Public domain,Researched,https://calisphere.org/item/ark:/13030/c86d5scv/; https://calisphere.org/clip/1024x1024/1828/cb6d437afec6dd747c66a3d4c2d46394; https://calisphere.org/item/ark:/13030/c8h70f56/
img_3e64932e3b8abfb7,"Egan Avenue looking south with A.T. Gantt General Merchandise, Beaumont (postcard postmarked 1915)","Egan Ave. looking south, Beaumont, c. 1910–1915 — A.T. Gantt General Merchandise at center. Real-photo postcard postmarked 1915; scan from an eBay listing.",Unidentified postcard photographer/publisher (scan from an eBay listing),unknown,"Deep research 2026-07-21 (signage reading + Holmes, History of Riverside County, 1912)",1910,1915,1910,False,False,Reference Only,9.9 × 5.9 in at 100 PPI,file_301d5af2f1e658a1,Public domain,Researched,https://archive.org/details/historyriversid00unkngoog; https://calisphere.org/item/ark:/13030/c84q7tb2/; https://calisphere.org/item/ark:/13030/c8m044sk/; https://calisphere.org/item/ark:/13030/c80z72mq/
img_9299c7a090b03878,"Francis Marion Dowling Sr. as a young man, studio portrait","Francis Marion Dowling Sr. (1892-1979) as a young man, c. 1910-1918. He later planted the Beaumont orchards behind the Dowling Fruit Orchard stand.","Dowling family collection, Beaumont Library District",probable,Deep research 2026-07-21 (Geneanet Dowling family tree),1910,1918,1910,False,False,Reference Only,3.6 × 4.8 in at 100 PPI,file_0384287341366937,Permission required,Researched,https://gw.geneanet.org/tdowling?lang=en&n=dowling&oc=2&p=francis+marion; https://www.dignitymemorial.com/obituaries/beaumont-ca/francis-dowling-jr-7122269
img_4a82e2c89eb4a27d,"Laura Mae Stewart and passenger in the car, with her father Rez Stewart on horseback","Laura Mae Stewart at the wheel of the family touring car with a passenger, her father Rez Stewart on horseback beside her near the tank house on the Stewart Ranch, Beaumont, c. 1910-1920","Beaumont Library District Local History Collection, via Calisphere (CBEA_170)",confirmed,"Calisphere Beaumont Library District collection (CBEA_170), matched 2026-07-21 by direct image comparison",1910,1920,1910,False,False,Reference Only,6.5 × 5.5 in at 100 PPI,file_0a2ee1e5fc910c7f,Copyrighted,Researched,https://calisphere.org/item/ark:/13030/c8np23r5/
img_c01f0729b7635aa7,Newspaper subheadline on the Hotel Beaumont fire (clipping),"Newspaper subheadline reporting a hotel fire — contents largely lost, insurance only $15,000 against a $42,000 building cost, fire started in the kitchen; filed as coverage of the Hotel Beaumont fire. Publication and date unidentified.",Unidentified newspaper,unknown,Provenance review 2026-07-21 (source path + image inspection),1910,1960,1910,False,False,Reference Only,6.3 × 1.6 in at 100 PPI,file_6b385c430809c7a7,Copyrighted,Provenance verified,
img_7b302ec1a5a6c157,"Reznor P. Stewart, Founder of the Stewart Ranch, Late-Life Snapshot, c. 1910-1933","Reznor P. Stewart (c. 1845-1933), who homesteaded the Stewart Ranch at Beaumont in 1883 and built it to 2,200 acres, in a late-life snapshot, c. 1910-1933.","Stewart family collection, via Beaumont Library District",probable,Deep research 2026-07-21 (San Bernardino Sun 13 Nov 1933 + Daily Gazette 1934 estate notices via CDNC),1910,1933,1910,False,False,Reference Only,3.2 × 4.3 in at 100 PPI,file_280fb5683afe1574,Permission required,Researched,https://cdnc.ucr.edu/?a=d&d=SBS19331113.1.3; https://cdnc.ucr.edu/?a=d&d=BMTG19340111; https://calisphere.org/item/ark:/13030/c8np23r5/; https://calisphere.org/item/ark:/13030/c8dn44db/; https://cdnc.ucr.edu/?a=d&d=SBS19740301.1.15
img_50e61a8496f4bfd2,"WCTU Fountain dedication, Fifth Street and Egan Avenue, Beaumont — December 25, 1910","Women and children of Beaumont gather at the W.C.T.U. drinking fountain at Fifth St. and Egan Ave. on its dedication day, Dec. 25, 1910. Real-photo postcard.",Leslie A. Rios III Postcard Collection,confirmed,Deep research 2026-07-21 (City of Beaumont / CDNC Record Gazette 1959),1910,1910,1910,False,False,Production Ready,62.3 × 38.1 in at 100 PPI,file_e02348a0eef821d1,Public domain,Researched,https://cityofbeaumontca.blogspot.com/2011/12/drink-of-history-in-beaumont.html; https://cdnc.ucr.edu/?a=d&d=BRG19590911.2.138; https://www.pressenterprise.com/2011/12/24/beaumont-water-fountain-dedicated-on-christmas-day-1910/
img_2ba02d1a7deddfd1,Beaumont Bank / Funk Building — first home of the library,"The Beaumont Bank (Funk Building, 1911) — the library's first home, two ground-floor rooms rented from October 1911.","Beaumont Library District, via Calisphere (CBEA_108, ark:/13030/c8dn44db)",confirmed,"Calisphere Beaumont Library District collection (CBEA_108, matched 2026-07-20)",1911,1914,1910,True,True,Reference Only,4.5 × 2.8 in at 100 PPI,file_a535ec86c657664c,Unclear,Researched,https://calisphere.org/item/ark:/13030/c8dn44db/; https://archive.org/details/newsnotesofcalif07cali; https://archive.org/details/newsnotesofcalif09cali; https://archive.org/details/historyriversid00unkngoog; https://www.mybld.org/local-history; https://www.mybld.org/files/141ed5435/news1024.pdf; https://archive.org/details/newsnotesofcalif04cali; https://library.ca.gov/wp-content/uploads/2021/08/CAPubLibOrg_2013.pdf; https://www.hmdb.org/m.asp?m=175955; https://calisphere.org/item/ark:/13030/c8qc02td/
img_2880f54eaa19145f,Beaumont Grammar School,"The Beaumont Grammar School, its bell-tower cupola rising behind a row of young cypress trees; the mount is inscribed 'Beaumont Grammar School 1-5-11' — photographed January 5, 1911.","Beaumont Library District Local History Collection, via Calisphere (CBEA_145)",confirmed,"Calisphere Beaumont Library District collection (CBEA_145), matched 2026-07-21 by direct image comparison",1911,1911,1910,True,True,Reference Only,4.5 × 3.4 in at 100 PPI,file_516045c0027e010a,Copyrighted,Researched,https://calisphere.org/item/ark:/13030/c8n015wh/
img_2a51e22c51021029,"Laura May Stewart at the Stewart Ranch, 1911","Laura May Stewart, daughter of rancher Reznor Stewart, at the Stewart Ranch, Beaumont, 1911. Crowned Beaumont's first Cherry Festival Queen in 1914. Stewart family collection.","Stewart family collection (Laura May Stewart Trust), via Beaumont Library District",probable,Deep research 2026-07-21 (Calisphere/BLD Stewart-family metadata),1911,1911,1910,False,False,Reference Only,6.5 × 8.9 in at 100 PPI,file_2e06bc8d8ba9606c,Permission required,Researched,https://calisphere.org/item/ark:/13030/c8np23r5/; https://calisphere.org/item/ark:/13030/c86q1wmt/; https://html.duckduckgo.com/html/?q=%22Laura+May+Stewart%22+Beaumont+Stewart+ranch+trust+cherry+festival+queen
img_dee5615ad57181f9,"Laura May Stewart on her horse Pado, probably at the Stewart Ranch, 1911","'Laura on Pado, 1911' — Laura May Stewart astride her horse in a ranch corral; daughter of Reznor Stewart, whose 1883 Beaumont homestead grew into a 2,200-acre grain ranch.","Stewart family collection, via Beaumont Library District",probable,Deep research 2026-07-21 (inscription; Calisphere BLD records; Holmes 1912),1911,1911,1910,False,False,Production Ready,36.3 × 27.2 in at 100 PPI,file_5bcb4fdd983636af,Permission required,Researched,https://calisphere.org/item/ark:/13030/c8np23r5/; https://archive.org/details/historyriversid00unkngoog; https://www.mybld.org/local-history
img_056f22949c5d906e,"Laura May Stewart with Lariat at the Stewart Ranch ('Laura in chaps'), 1911","Laura May Stewart (d. 1974), later Beaumont's first Cherry Festival queen (1914), poses with lariat and rope at the Stewart Ranch, 1911 — hand-labeled 'Laura in chaps 1911.'","Stewart family collection, via Beaumont Library District",probable,Deep research 2026-07-21 (print inscription + San Bernardino Sun 1 Mar 1974 obituary via CDNC),1911,1911,1910,False,False,Production Ready,27.2 × 36.3 in at 100 PPI,file_3ac48179da0bba85,Permission required,Researched,https://cdnc.ucr.edu/?a=d&d=SBS19740301.1.15; https://calisphere.org/item/ark:/13030/c86q1wmt/; https://calisphere.org/item/ark:/13030/c8np23r5/; https://cdnc.ucr.edu/?a=q&hs=1&r=1&results=1&txq=%22Laura+May+Stewart%22&txf=txIN&ssnip=txt&sf=byDA&e=-------en--20--1--txt-txIN--------
img_299b9a16b53340ed,"Summit House, once the Beatty House","The Summit House hotel — established 1884 by Frank Mindler as Beaumont's first hotel, originally the Beatty House — at its corner site in Beaumont, the mount inscribed 'Beaumont Hotel,' Jan. 5, 1911.","Beaumont Library District Local History Collection, via Calisphere (CBEA_172)",confirmed,"Calisphere Beaumont Library District collection (CBEA_172), matched 2026-07-21 by direct image comparison",1911,1911,1910,False,False,Reference Only,9.2 × 6.9 in at 100 PPI,file_ceb01d2bf31597cc,Copyrighted,Researched,https://calisphere.org/item/ark:/13030/c88g8k2s/
img_96cdf4349eff3950,Beaumont City Hall,"Beaumont's old City Hall at 500 Grace Street, shared with the Beaumont Police Station; city offices moved out in the mid-1980s and the building later housed school district offices. Undated.","Beaumont Library District Local History Collection, via Calisphere (CBEA_029)",confirmed,"Calisphere Beaumont Library District collection (CBEA_029), matched 2026-07-21 by direct image comparison",1912,1912,1910,True,True,Reference Only,9.2 × 6.7 in at 100 PPI,file_2b1733f67e46926c,Unclear,Researched,https://calisphere.org/item/ark:/13030/c8c24vss/
img_a144edcec7a50be8,"New Presbyterian Church under construction after a January snowstorm (701 Egan Ave), Beaumont","'The new Presbyterian Church unfinished after snow storm' — the church at 7th & Egan under construction, Beaumont, c. January 1916. Real-photo postcard.",Unknown,unknown,Deep research 2026-07-21 (postcard inscription + First Christian Church building history),1913,1922,1910,False,False,Production Ready,22 × 22 in at 100 PPI,file_9126d6345200cd8e,Unclear,Researched,https://www.recordgazette.net/community/first-christian-church-in-beaumont-celebrates-100-years/article_5b62f776-51fd-11e7-82d0-c3af4cf64975.html; https://patch.com/california/banning-beaumont/historical-tour-talk-beaumont-presbyterian-church; https://beaumontpc.wordpress.com/; https://www.weather.gov/media/sgx/documents/weatherhistory.pdf
img_a7581c3a3616e8da,Jane Eyer Smoot — photo from her October 1915 U.S. passport application,"Jane Eyer Smoot (1859-1935), c. 1915 — the photograph from her October 1915 U.S. passport application, filed while the Smoots were living in Beaumont.","U.S. passport application records, National Archives (RG 59); scan via Find a Grave (D.J. McLaughlin)",probable,Deep research 2026-07-21 (Find a Grave / NARA passport application records),1914,1915,1910,False,False,Reference Only,2.6 × 2.6 in at 100 PPI,file_626ce508cfa65cad,Unclear,Researched,https://www.findagrave.com/memorial/167921758/jane-smoot; https://images.findagrave.com/photos/2019/3/167921758_6da99c51-21f6-4442-a876-4b5ebbc1d7f1.jpeg; https://www.loc.gov/resource/sn85042462/1908-12-07/ed-1/?sp=5; https://www.facebook.com/highlandparkhistory/posts/jane-eyer-smoot-1859-1935-served-as-president-of-the-first-known-womans-club-in-/10159786453448703/
img_e8c5738ad26c5ffc,"Laura Mae Stewart, First Cherry Festival Queen, Riding in a Studebaker Six at the 2nd Cherry Festival","Laura Mae Stewart, first queen of the Cherry Festival, rides in a ribbon-draped Studebaker Six with princesses Lois Behu and Clara Dietrich in the 2nd Cherry Festival parade, 1914.","Beaumont Library District Local History Collection, via Calisphere (CBEA_149)",confirmed,"Calisphere Beaumont Library District collection (CBEA_149), matched 2026-07-21 by direct image comparison",1914,1914,1910,False,False,Production Ready,36.3 × 23.9 in at 100 PPI,file_9c627864db92ffd5,Copyrighted,Researched,https://calisphere.org/item/ark:/13030/c86q1wmt/
img_4239365a9df07707,"5th Street at the A. T. Gantt & Bro. corner, Beaumont — real photo postcard, c. 1915-1925","Real photo postcard of 5th Street, Beaumont, c. 1920 — A. T. Gantt & Bro. groceries and dry goods sign at right, real estate offices in the cement-block row opposite.",Beaumont Library District (Calisphere item CBEA_036),confirmed,Deep research 2026-07-21 (Calisphere BLD item + CDNC Daily Gazette),1915,1925,1910,False,False,Reference Only,9.2 × 5.8 in at 100 PPI,file_83dad7121710045a,Unclear,Researched,https://calisphere.org/item/ark:/13030/c8ft8kct/; https://cdnc.ucr.edu/?a=q&hs=1&r=1&results=1&txq=%22Gantt%22&txf=txIN&ssnip=txt&puq=BMTG&sf=byDA&e=-------en--20--1--txt-txIN--------; https://cdnc.ucr.edu/?a=d&d=BMTG19360528.2.15; https://calisphere.org/item/ark:/13030/c8v40tjr/
img_c8be9dda2808f47c,"Bogart House in deep snow, Beaumont","Bogart House in deep snow, Beaumont, c. 1915-1940. Guy Bogart (1883-1957), writer, mayor and 'Beaumont's biggest booster,' made his home a noted gathering place.",Beaumont Library District,probable,Deep research 2026-07-21 (Record-Gazette report of SGPHS Bogart research),1915,1940,1910,False,False,Reference Only,9.2 × 5.9 in at 100 PPI,file_0fcaaab49ca7d04c,Permission required,Researched,https://www.recordgazette.net/news/after-months-of-research-historical-society-gets-in-depth-look-at-mayor-mystic-cat-afficionado/article_e79b47a2-a46e-11e7-91a7-b384d32451e2.html; https://www.findagrave.com/memorial/68608188/guy-bogart; https://www.weather.gov/media/sgx/documents/weatherhistory.pdf
img_291537b3068812cf,"Clarendon B. Eyer, president of the Beaumont Land and Water Company","Clarendon B. Eyer, president of the Beaumont Land & Water Co., which bought the Beaumont townsite in 1907 and relaunched the town; signed passport-style portrait, c. 1915-1925.",Beaumont Library District (Eyer House and family folder),probable,Deep research 2026-07-21 (Los Angeles Herald via Chronicling America),1915,1925,1910,False,False,Reference Only,1 × 1.4 in at 100 PPI,file_1c9ea6c89be189cc,Permission required,Researched,https://www.loc.gov/resource/sn85042462/1909-04-11/ed-1/?sp=21; https://www.loc.gov/resource/sn85042462/1910-01-23/ed-1/?sp=26; https://www.loc.gov/resource/sn85042462/1908-12-07/ed-1/?sp=5; https://www.loc.gov/resource/sn85042462/1907-12-29/ed-1/?sp=21; https://www.loc.gov/resource/sn85058130/1906-11-23/ed-1/?sp=10; https://www.loc.gov/resource/sn85042462/1909-08-08/ed-1/?sp=14; https://calisphere.org/item/ark:/13030/c89z9475/
img_dbf7e0bb619c1c74,Cora K. Eyer (Mrs. Clarendon B. Eyer),"Cora K. Eyer, wife of Beaumont Land & Water Co. president C. B. Eyer and builder of four boom-era Beaumont cottages; signed passport-style portrait, c. 1915-1925.",Beaumont Library District (Eyer House and family folder),probable,Deep research 2026-07-21 (Los Angeles Herald via Chronicling America),1915,1925,1910,False,False,Reference Only,2.2 × 2.7 in at 100 PPI,file_19eed4484c184cab,Permission required,Researched,https://www.loc.gov/resource/sn85042462/1908-12-13/ed-1/?sp=18; https://www.loc.gov/resource/sn85042462/1909-02-28/ed-1/?sp=26; https://www.loc.gov/resource/sn85042462/1910-05-13/ed-1/?sp=5; https://www.loc.gov/resource/sn85042462/1908-12-07/ed-1/?sp=5; https://www.loc.gov/resource/sn85042462/1909-04-11/ed-1/?sp=21
img_953fbfaa8e42a2fb,"Iola May Stower (later Dowling) as a young woman, oval-matted studio portrait","Iola May Stower (1898-1982), later Mrs. Francis Dowling Sr. of Beaumont, as a young woman, c. 1915-1924.","Dowling family collection, Beaumont Library District",probable,Deep research 2026-07-21 (FamilySearch / Geneanet),1915,1924,1910,False,False,Reference Only,4.9 × 6.5 in at 100 PPI,file_9154a3f6c0e775d6,Permission required,Researched,https://ancestors.familysearch.org/en/27M9-Z4Q/iola-mae-stower-1898-1982; https://gw.geneanet.org/tdowling?lang=en&n=dowling&oc=2&p=francis+marion
img_4e6f8597cedbda5b,"Jane Eyer Smoot (1859-1935) — printed book plate captioned ""Mrs. Kenneth R. Smoot""","Jane Eyer Smoot (1859-1935), clubwoman, suffrage advocate, and Beaumont civic leader, in a printed book plate captioned ""Mrs. Kenneth R. Smoot,"" c. 1915-1925.",Beaumont Library District research files (source book unidentified),unknown,Deep research 2026-07-21 (Highland Park Historical Society + CDNC Beaumont Daily Gazette),1915,1925,1910,False,False,Production Ready,18.4 × 18.4 in at 100 PPI,file_68f9b77b766bbd26,Unclear,Researched,https://www.facebook.com/highlandparkhistory/posts/jane-eyer-smoot-1859-1935-served-as-president-of-the-first-known-womans-club-in-/10159786453448703/; https://www.findagrave.com/memorial/167921758/jane-smoot; https://cdnc.ucr.edu/?a=d&d=BMTG19320526.2.31; https://www.loc.gov/resource/sn85042462/1909-04-11/ed-1/?sp=21; https://archive.org/details/historyofsanbern02brow
img_a7a6b112d9c297dd,Studio portrait of Luis Moncada Estrada (1894–1980) as a young man,"Studio portrait of Luis Moncada Estrada (1894–1980), c. 1915–1930 — Southern Pacific track worker and section foreman honored by Beaumont's Luis Estrada Road.",Estrada family collection (via Beaumont Library District),probable,Deep research 2026-07-21 (CSRM finding aid MS 871),1915,1930,1910,False,False,Potentially Usable,10.1 × 13.5 in at 100 PPI,file_5973fb419ba4ee3b,Permission required,Researched,https://oac.cdlib.org/findaid/ark:/13030/c8ns123w/
img_092d2807a0231929,"Class portrait at the old wood-frame Wellwood School, c. 1916–17","A class of about thirty poses at the wood-frame Wellwood School, Beaumont, c. 1916–17 — an album print made before the school's 1921 replacement building.",Beaumont Library District,probable,Deep research 2026-07-21 (BLD filename annotation),1916,1917,1910,False,False,Production Ready,36.3 × 27.2 in at 100 PPI,file_20c46e4fd773f110,Permission required,Researched,https://calisphere.org/item/ark:/13030/c8416wdh/; https://calisphere.org/item/ark:/13030/c84b30nv/
img_96cb1ed10cb5a0fd,Beaumont Woman's Club clubhouse,"The Woman's Club clubhouse at Sixth & Euclid, dedicated May 11, 1917.","Beaumont Library District, via Calisphere (CBEA_088, ark:/13030/c80k27x4)",confirmed,Calisphere Beaumont Library District collection (CBEA_088),1917,1929,1910,True,True,Reference Only,9.2 × 5.8 in at 100 PPI,file_642d4db8621b03d7,Unclear,Researched,https://calisphere.org/item/ark:/13030/c80k27x4/; https://www.mybld.org/local-history; https://beaumontwomansclub.org/our-history; https://www.recordgazette.net/community/beaumont-woman-s-clubhouse-celebrates-centennial/article_2f63ae04-3bfa-11e7-b5aa-5bec70edeaa7.html
img_ed9a0626308ebccf,Francis Dowling Sr. with Golden State Cherry Orchard truck,"Francis Dowling Sr. (1892-1979) with a Model T farm truck placarded 'Golden State Cherry Orchard,' c. 1918-1925.","Dowling family collection, Beaumont Library District",probable,Deep research 2026-07-21 (image reading; Geneanet Dowling family tree),1918,1925,1910,False,False,Reference Only,7.5 × 4.7 in at 100 PPI,file_7c202013d4c76eb0,Permission required,Researched,https://gw.geneanet.org/tdowling?lang=en&n=dowling&oc=2&p=francis+marion; https://www.dignitymemorial.com/obituaries/beaumont-ca/francis-dowling-jr-7122269; https://www.recordgazette.net/news/iconic-dowling-fruit-orchard-to-close/article_f7dda25a-48c4-11ec-bc23-a3e3f3aa0d50.html
img_66a9280d1c1afbf9,The Bank of Beaumont,"The Bank of Beaumont, the city's second bank, at the corner of Fifth and Egan Streets; a pedestrian passes the arched entrance as a Union Ice Company truck waits at the curb, c. 1920.","Banning Library District Local History Collection, via Calisphere (CBAN_109)",confirmed,"Calisphere Banning Library District collection (CBAN_109), matched 2026-07-21 by direct image comparison",1918,1922,1910,False,False,Reference Only,9.2 × 6.6 in at 100 PPI,file_7f11fe20c7a97c4d,Unclear,Researched,https://calisphere.org/item/ark:/13030/c8z60m15/
img_317c261e7e95cb9d,Kenneth R. Smoot and Jane Eyer Smoot — joint photo from Kenneth's 1920 U.S. passport application,"Kenneth R. Smoot (1857-1932), Beaumont Land & Water Co. vice president and Bank of Beaumont president, with wife Jane Eyer Smoot — from his 1920 U.S. passport application, c. 1920.","U.S. passport application records, National Archives (RG 59); scan via Find a Grave (D.J. McLaughlin)",probable,Deep research 2026-07-21 (Find a Grave / NARA passport application records),1919,1920,1910,False,False,Reference Only,2.7 × 2.7 in at 100 PPI,file_53bc7016a42f5ad8,Unclear,Researched,https://www.findagrave.com/memorial/167921849/kenneth-russell-smoot; https://images.findagrave.com/photos/2019/3/167921758_a94cc0dc-1f0e-4ea6-8ddd-df02a5204e7b.jpeg; https://cdnc.ucr.edu/?a=d&d=BMTG19320602.2.14; https://cdnc.ucr.edu/?a=d&d=BMTG19320602.2.15; https://www.loc.gov/resource/sn85042462/1909-04-11/ed-1/?sp=21; https://en.wikipedia.org/wiki/Clement_Smoot; https://www.thriftbooks.com/a/kenneth-r-smoot/6199810/
